id,naslov,cena,velikost,leto,nadstropje,prodajalec,opis
5967383,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",127580.00,63.91,2017,1,LIN nepremiènine d.o.o.,"63,91 m2, 2-sobno, zgrajeno l. 2017, 1/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti..."
5967387,"ÈRNUÈE, SPODNJE OKROGARJEVA 2",126970.00,61.97,2017,2,LIN nepremiènine d.o.o.,"61,97 m2, 2-sobno, zgrajeno l. 2017, 2/4 nad., Nova stanovanjska stavba v Ljubljani. 20 sodobnih stanovanj ob varni poti..."
6038701,"LJ. MOSTE, ROŽIÈEVA ULICA",125000.00,62.00,1962,1,"Abstract nepremiènine, Igor Kerin s.p.","62 m2, 2,5-sobno, zgrajeno l. 1962, adaptirano l. 2005, 1. nad., v bloku, JV lega, zelo svetlo, 54,3 m2 uporabne površin..."
6017559,"LJ. ŠIŠKA, BROD",125000.00,52.80,2009,1,MESTO NEPREMIÈNIN d.o.o.,"52,8 m2, 1-sobno, zgrajeno l. 2009, 1/5 nad., na odlièni lokaciji, lepo in svetlo stanovanje, prodamo. Cena: 125.000,00 ..."
6047464,"LJ. CENTER, VODMAT",125000.00,48.40,1964,VP,MESTO NEPREMIÈNIN d.o.o.,"48,4 m2, 2-sobno, zgrajeno l. 1964, adaptirano l. 2009, VP/4 nad., opremljeno, delno obnovljeno, z balkonom, nova fasada..."
5871537,LJ. VIÈ,125000.00,33.50,2011,P,LJUBLJANA NEPREMIÈNINE d.o.o.,"33,5 m2, garsonjera, zgrajena l. 2011, P/2 nad., ; oskrbovano stanovanje; parkirno mesto, prodamo. Cena: 125.000,00 EUR"
6050891,"LJ. MOSTE, FUZINE",125000.00,69.00,1982,VP,"Komfort skupina d.o.o., nepremiènine","69 m2, soba, zgrajena l. 1982, adaptirana l. 2014, visoko pritlièje, Prodamo popolnoma prenovljeno 2-sobno stanovanje v ..."
6054379,"LJ. CENTER, BLIŽINA MEDICINSKE FAKULTETE",125000.00,53.40,1964,VP,"STAN nepremiènine d.o.o., Ljubljana","53,4 m2, 2-sobno, zgrajeno l. 1964, VP/4 nad., Prostorsko izkorišèeno stanovanje s funkcionalnim tlorisom se razprostrir..."
6055678,LJ. VIÈ,125000.00,54.30,1980,4,Neptun nepremiènine - Borut Vodopivec s.p.,"54,3 m2, 2-sobno, zgrajeno l. 1980, adaptirano l. 2007, 4/4 nad., Na odlièni lokaciji, funkcionalno dvosobno stanovanje ..."
5976853,"ŠENTVID, ZNIŽANA CENA",125000.00,80.80,1965,3,PREMIER NEPREMIÈNINE posredovanje d.o.o.,"80,8 m2, 3,5-sobno, zgrajeno l. 1965, adaptirano l. 1965, 3/3 nad., V bližini vsa infrastruktura, odlièna prometna povez..."
6061140,"LJ. CENTER, VODMAT",125000.00,64.10,1964,VP,Feniks nepremiènine d.o.o.,"64,1 m2, 2-sobno, zaèetek gradnje l. 1964, adaptirano l. 2016, VP/5 nad., v neposredni bližini Kliniènega centra in cent..."
6059589,LJ. VIÈ,125000.00,53.24,1964,VP,Zasebna ponudba,"53,24 m2, 2-sobno, zgrajeno l. 1964, VP/4 nad., LJ. center vodmat, sketova, 53,42 m2, 2-sobno, zgrajeno l. 1964, prenovl..."
6053201,LJ. CENTER,125000.00,48.40,1964,VP,Mreža nepremiènin d.o.o.,"48,4 m2, 2-sobno, zgrajeno l. 1964, adaptirano l. 2016, VP/4 nad., prodamo. Cena: 125.000,00 EUR"
6057458,RUDNIK,125000.00,56.00,1996,2,Mreža nepremiènin d.o.o.,"56 m2, 2-sobno, zgrajeno l. 1996, 2/2 nad., prodamo. Cena: 125.000,00 EUR"
6059721,"ROŽNA DOLINA, NASPROTI NASELJA GRBINA",124000.00,60.00,1973,P,Mreža nepremiènin d.o.o.,"60 m2, 2-sobno, zgrajeno l. 1973, adaptirano l. 2012, 45 m2 zemljišèa, P/2 nad., prodamo. Cena: 124.000,00 EUR"
6054215,LJ. ŠIŠKA,123000.00,102.00,1965,VP,DFI d.o.o.,"102 m2, 4-sobno, zgrajeno l. 1965, adaptirano l. 2013, VP/PK, lega:j-s, vpisano v ZK, brez bremen, lasten vhod, duplex(p..."
6057327,"LJ. MOSTE, BLIZU ZDRAVSTVENEGA DOMA",122000.00,58.20,1960,P,Borza nepremiènin d.o.o.,"58,2 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2009, P/6 nad., odlièna lokacija, blizu centra mesta, prodamo. Cena: 1..."
6030789,"LJ. MOSTE, ZALOG",120000.00,61.60,1975,VP,MESTO NEPREMIÈNIN d.o.o.,"61,6 m2, 2,5-sobno, zgrajeno l. 1975, adaptirano l. 2013, VP/4 nad., z dobro razporeditvijo, v mirni ulici, v visokem pr..."
5595091,PODUTIK,120000.00,45.00,2009,3,Nepremiènine Plus d.o.o.,"45 m2, garsonjera, zgrajena l. 2009, 3/4 nad., možen nakup z najemnikom, prodamo. Cena: 120.000,00 EUR"
6010833,"POLJE, ZAÈETEK POLJA, TIK CEZ OBVOZNICO",120000.00,67.50,1900,1,REGROUP d.o.o.,"67,5 m2, 2,5-sobno, zgrajeno l. 1900, adaptirano l. 2010, 55 m2 zemljišèa, 1/M, prodamo. Cena: 120.000,00 EUR"
6038623,LJ. CENTER,120000.00,45.90,1651,1,LJUBLJANA NEPREMIÈNINE d.o.o.,"45,9 m2, 2-sobno, zgrajeno l. 1651, adaptirano l. 2002, 1/1 nad., ; stanovanje z dušo v centru mesta, poleg je tržnica i..."
6059943,"LJ. VIÈ, RUDNIK",120000.00,55.00,1997,2,MESTO NEPREMIÈNIN d.o.o.,"55 m2, 2-sobno, zgrajeno l. 1997, 2/2 nad., v zgornjem nadstropju, na mirni ulici pod Golovcem, s parkirnim mestom pred ..."
6060853,"SP. ŠIŠKA, Z VRTOM",120000.00,130.00,1900,P,"Property d.o.o., PE Ljubljana","130 m2, 5 in veèsobno, zgrajeno l. 1900, adaptirano l. 1970, 200 m2 zemljišèa, pritlièje, prodamo. Cena: 120.000,00 EUR"
6049378,"RUDNIK, LONDON",120000.00,55.00,1997,2,Zasebna ponudba,"55 m2, 2-sobno, dupleks, v stavbi zgrajeni l. 1997, 2/2 nad., spodnja etaža kopalnica in WC, kuhinja, jedilnica in dnevn..."
6055209,RUDNIK,120000.00,56.70,1996,2,"Stoja trade, d.o.o., Ljubljana","56,7 m2, 2-sobno, zgrajeno l. 1996, 2. nad., Prodamo svetlo in opremljeno 2-sobno dupleks stanovanje na Rudniku, v bliži..."
6026150,"LJ. ŠIŠKA, ŠENTVID",119000.00,75.00,1932,3,MESTO NEPREMIÈNIN d.o.o.,"75 m2, 3-sobno, zgrajeno l. 1932, adaptirano l. 1995, 3/3 nad., svetlo in prostorno trisobno stanovanje, prodamo. Cena: ..."
6052484,"LJ. ŠIŠKA, ŠENTVID - PRUŠNIKOVA",119000.00,80.76,1995,3,AGAN d.o.o.,"80,76 m2, 3,5-sobno, adaptirano l. 1995, 3/3 nad., Velika dnevna soba s kuhinjo in jedilnico, kopalnica, loèen WC, spaln..."
6055834,POLJE,119000.00,70.00,1964,1,"Ornis, nepremiènine, zastopanje in svetovanje d.o.o.","70 m2, 3-sobno, zgrajeno l. 1964, 1/4 nad., ZK urejeno, zelo miren kraj, prodamo. Cena: cca 119.000,00 EUR"
6059136,"LJ. ŠIŠKA, ŠENTVID - PRUŠNIKOVA",119000.00,80.75,1995,3,AGAN d.o.o.,"80,75 m2, 3-sobno, adaptirano l. 1995, 3/3 nad., Predelano v 3,5 sobno (iz ene velike sobe sta nastali dve manjši spalni..."
6059143,"LJ. ŠIŠKA, ŠENTVID - PRUŠNIKOVA",119000.00,80.76,1995,3,AGAN d.o.o.,"80,76 m2, 3,5-sobno, adaptirano l. 1995, 3/3 nad., Velika dnevna soba s kuhinjo in jedilnico, kopalnica, loèen WC, spaln..."
6054311,"LJ. ŠIŠKA, DRAVLJE",119000.00,35.00,2009,2,Rocco nepremiènine d.o.o.,"35 m2, garsonjera, zgrajena l. 2009, 2. nad., V Dravljah prodamo izjemno prijetno garsonjero, ki se nahaja v 2. nadstrop..."
5921468,"POLJE, ZA OBVOZNICO",119000.00,71.00,1968,1,"Branik prvi d.o.o., nepremiènine bios","71 m2, 3-sobno, zgrajeno l. 1968, adaptirano l. 2000, 1/3 nad., prodamo. Cena: cca 119.000,00 EUR"
6049691,"LJ. ŠIŠKA, CELOVŠKA 127",119000.00,40.00,1964,5,SINEP družba za investiranje d.o.o.,"40 m2, 2-sobno, zgrajeno l. 1964, adaptirano l. 2016, 5/8 nad., prodamo. Cena: 119.000,00 EUR"
6061373,"LJ. MOSTE, HERMANA POTOÈNIKA",119000.00,58.63,1978,2,"Šardi&Co. nepremiènine, družba za posredovanje v prometu z nepremièninami, d.o.o.","58,63 m2, 2-sobno, zgrajeno l. 1978, 2/4 nad., Lepo vzdrževano stanovanje, sestavljeno iz hodnika, kopalnice z WC-jem, b..."
6055248,"LJ. MOSTE, HERMANA POTOÈNIKA",119000.00,58.63,1978,2,"Šardi&Co. nepremiènine, družba za posredovanje v prometu z nepremièninami, d.o.o.","58,63 m2, 2-sobno, zgrajeno l. 1978, 2/4 nad., na mirni lokaciji se prodaja ohranjeno stanovanje, ki je sestavljeno iz h..."
6033159,ŠTEPANJSKO NASELJE,119000.00,65.00,1976,3,Zasebna ponudba,"65 m2, 2-sobno, zgrajeno l. 1976, adaptirano l. 2005, 3/4 nad., Na Jakèevi ulici, PROSTO BREMEN mirna, zelena okolica, b..."
6052194,"LJ. MOSTE, MIRNA LOKACIJA",119000.00,49.52,1963,1,"RECONSULT d.o.o., PE RCN, RECONSULT NEPREMIÈNINE","49,52 m2, 2-sobno, zgrajeno l. 1963, adaptirano l. 2003, 1/5 nad., Funkcionalno stanovanje, prodamo. Cena: 119.000,00 EU..."
6061606,"LJ. BEŽIGRAD, SAVSKO NASELJE",119000.00,56.00,1958,2,Zasebna ponudba,"56 m2, 2-sobno, zgrajeno l. 1958, adaptirano l. 2013, 2/5 nad., Stanovanje, zelo dobro ohranjeno, nova okna, brez obreme..."
6032433,"LJ. MOSTE, ŠTEPANJSKO NASELJE",118000.00,47.70,1976,2,Studio modul d.o.o.,"47,7 m2, 2-sobno, zgrajeno l. 1976, adaptirano l. 2015, 2/13 nad., Prodamo prijetno, svetlo in funkcionalno 2 sobno stan..."
6048968,"LJ. ŠIŠKA, BLIŽINA ŠIŠENSKEGA HRIBA, MOSTECA",118000.00,47.00,1960,3,ALEA nepremièninska družba d.o.o.,"47 m2, 1,5-sobno, zgrajeno l. 1960, 3/4 nad., svetlo stanovanje z lepim razgledom na šišenski hrib ( južna lega) se naha..."
6010475,"TACEN, TACENSKA CESTA",118000.00,36.00,2008,3,Zasebna ponudba,"36 m2, garsonjera, zgrajena l. 2008, 3/5 nad., garsonjera v Tacenskih dvorih, opremljena po meri, garaža v K etaži, loèe..."
6059665,"LJ. ŠIŠKA, ŠENTVID",117000.00,41.20,1969,4,MESTO NEPREMIÈNIN d.o.o.,"41,2 m2, 2-sobno, zgrajeno l. 1969, adaptirano l. 2013, 4/4 nad., svetlo, obnovljeno in opremljeno, prodamo. Cena: 117.0..."
6061151,"LJ. ŠIŠKA, ANDREAŠEVA",117000.00,40.00,1979,3,Zasebna ponudba,"40 m2, 2-sobno, zgrajeno l. 1979, adaptirano l. 2016, 3/4 nad., prodamo. Cena: 117.000,00 EUR"
6051485,"LJ. ŠIŠKA, BLIŽINA MOSTECA",116000.00,48.10,1971,6,"STAN nepremiènine d.o.o., Ljubljana","48,1 m2, 2-sobno, zgrajeno l. 1971, 6. nad., Stanovanje se nahaja na iskani lokaciji, ki je v relativni bližini Centra, ..."
6050472,LJ. ŠIŠKA,116000.00,48.10,1971,6,Eventum d.o.o.,"48,1 m2, 2-sobno, zgrajeno l. 1971, 6/11 nad., KOGOJEVA ULICA - stanovanje z odlièno JZ lego, orientirano je stran od Ce..."
6040759,"LJ. ŠIŠKA, CELOVŠKA CESTA",115000.00,35.20,1973,9,Rojal invest d.o.o.,"35,2 m2, 1-sobno, zgrajeno l. 1973, adaptirano l. 2015, 9/12 nad., prodamo. Cena: 115.000,00 EUR"
5984075,"TRNOVO, SREBRNIÈEVA",115000.00,79.00,1984,1,Svet RE d.o.o.,"79 m2, 4-sobno, zgrajeno l. 1984, 1. nad., v dvostanovanjski hiši, skupen vhod ter stopnišèe, stanovanje obsega: predsob..."
6052111,"LJ. ŠIŠKA, SPODNJA",115000.00,39.90,1940,VP,MESTO NEPREMIÈNIN d.o.o.,"39,9 m2, 2-sobno, zgrajeno l. 1940, adaptirano l. 2010, VP/4 nad., v visokem pritlièju, kompletno prenovljeno, s protivl..."
6051699,LJ. ŠIŠKA,115000.00,45.60,1960,3,Eventum d.o.o.,"45,6 m2, 1,5-sobno, zgrajeno l. 1960, 3/4 nad., sonèno in svetlo stanovanje (JV-lega - pogled proti Šišenskemu hribu), k..."
6011206,"LJ. VIÈ, ZGORNJI, NEPOPLAVNI DEL VIÈA",115000.00,52.90,1950,2,"STANART d.o.o., PE LJUBLJANA","52,9 m2, 2-sobno, zgrajeno l. 1950, adaptirano l. 2015, 2/4 nad., Posredujemo pri prodaji 2-sobnega stanovanja na Vièu, ..."
6053082,LJ. MOSTE,115000.00,63.30,1950,1,Mernet d.o.o.,"63,3 m2, 3-sobno, zgrajeno l. 1950, adaptirano l. 2009, 1/1 nad., prodamo. Cena: 115.000,00 EUR"
6059619,"POLJE, ZALOŠKA CESTA 186",115000.00,51.70,1912,2,EvroN d.o.o.,"51,7 m2, 2,5-sobno, zgrajeno l. 1912, adaptirano l. 2007, 2/3 nad., prodamo. Cena: cca 115.000,00 EUR"
6059761,"LJ. VIÈ, IG - ZAGORICA",115000.00,60.20,1988,VP,"Nepremièninska agencija ""TLORIS"" Miro Toriæ s.p., Poslovna enota","60,2 m2, 2-sobno, zgrajeno l. 1988, VP/4 nad., prodamo. Cena: 115.000,00 EUR"
6059554,"LJ. ŠIŠKA, BROD",115000.00,44.31,2006,1,MESTO NEPREMIÈNIN d.o.o.,"44,31 m2, garsonjera, zgrajena l. 2006, adaptirana l. 2011, 1/5 nad., izjemno svetla, prikupno opremljena, z odprtim pog..."
6059161,"LJ. ŠIŠKA, TERASA",115000.00,40.00,2006,1,ALEA nepremièninska družba d.o.o.,"40 m2, 1-sobno, zgrajeno l. 2006, 1/5 nad., stanovanje se nahaja v urejenem naselju vila blokov z vso potrebno infrastru..."
6060059,ÈRNUÈE,115000.00,39.80,2009,5,MP PROJEKT d.o.o.,"39,8 m2, garsonjera, zgrajena l. 2009, 5/5 nad., takoj vseljiva garsonjera, s parkirnim mestom v garaži, nizki obratoval..."
6060590,"LJ. BEŽIGRAD, ÈRNUÈE",115000.00,36.60,2009,5,MESTO NEPREMIÈNIN d.o.o.,"36,6 m2, garsonjera, zgrajena l. 2009, 5/5 nad., popolnoma opremljena, 5/5 nadstropje, z balkonom, dvigalom ter parkirni..."
6060775,"LJ. ŠIŠKA, MOSTEC",115000.00,90.00,1933,1,UgodNepremicnine - Vehar Sebastjan s.p.,"90 m2, 3-sobno, zgrajeno l. 1933, adaptirano l. 2010, 40 m2 zemljišèa, 1/1 nad., CK zemel. plin, nova okna, varnostna vr..."
5820096,"LJ. CENTER, BOHORIÈEVA UL. 17",115000.00,31.23,2009,P,"Dominos d.o.o., PE Ljubljana","31,23 m2, garsonjera, zgrajena l. 2009, 25 m2 zemljišèa, pritlièje, garsonjera z atrijem (25 m2 zemljišèa), pritlièje, v..."
6057184,"RUDNIK, OB DOLENJSKI CESTI BLIZU CENTRA",115000.00,63.70,1910,1,Zasebna ponudba,"63,7 m2, 3-sobno, v stavbi zgrajeni l. 1910, adaptirano l. 2000, 1/2 nad., svetlo mešèansko stanovanje v veèstanovanjski..."
5970259,"LJ. BEŽIGRAD, ÈRTOMIROVA ULICA",115000.00,48.00,1969,4,Zasebna ponudba,"48 m2, 1,5-sobno, zgrajeno l. 1969, 4/4 nad., prodamo. Cena: 115.000,00 EUR"
6059551,"ÈRNUÈE, SAVSKI BREG",115000.00,39.82,2009,5,Zasebna ponudba,"39,82 m2, garsonjera, zgrajena l. 2009, 5/5 nad., Prodamo skoraj nerabljeno garsonjero v izmeri 39,82 m2 z parkirišèem v..."
6058605,"TACEN, TACENSKI DVORI",115000.00,38.50,2006,1,Zasebna ponudba,"38,5 m2, 1-sobno, zgrajeno l. 2006, 1/5 nad., Tacenski dvori, 38,2 m2, 1-sobno, možnost predelave v 1,5 sobno, leto iz. ..."
6045818,ZALOG,115000.00,53.50,2000,1,ABC nepremiènine d.o.o.,"53,5 m2, 2,5-sobno, zgrajeno l. 2000, 1/2 nad., orientirano na zahod in jug (pogled na dvorišèe), balkon, lepo, svetlo, ..."
6056474,"LJ. ŠIŠKA, PILONOVA SOSESKA",113000.00,45.00,2008,1,Blok d.o.o.,"45 m2, garsonjera, zgrajena l. 2008, 1/7 nad., Prodamo veèjo v celoti opremljeno garsonjero v Pilonovi soseski v Podutik..."
6059545,"LJ. ŠIŠKA, ZGONJA, BLIŽINA LPP",113000.00,45.00,1975,6,Rojal invest d.o.o.,"45 m2, 1,5-sobno, v stavbi zgrajeni l. 1975, adaptirano l. 2008, 6/13 nad., prodamo. Cena: 113.000,00 EUR"
6058646,VRHOVCI,113000.00,54.00,1997,P,REGROUP d.o.o.,"54 m2, 2-sobno, zgrajeno l. 1997, 33 m2 zemljišèa, P/P, funkcionalno prostorno urejeno zelo vzdrževano stanovanje z atri..."
6055867,"LJ. CENTER, DALMATINOVA ULICA 10, BREZ PROVIZIJE ZA KUPCA",113000.00,32.10,1896,3,"Agenti Celje, AŽ&MB Nerad d.o.o.","32,1 m2, 1-sobno, zgrajeno l. 1896, adaptirano l. 2004, 3/6 nad., prodamo. Cena: 113.000,00 EUR"
6058127,"ZG. ŠIŠKA, ŠIŠENSKA CESTA",113000.00,50.00,1960,3,Mreža nepremiènin d.o.o.,"50 m2, 1,5-sobno, zgrajeno l. 1960, 3. nad., delno prenovljeno, obnovljena fasada in streha objekta, objekt ima lastno p..."
6060553,ZALOG,111800.00,43.00,1975,2,Zasebna ponudba,"43 m2, 1-sobno, zgrajeno l. 1975, 2/5 nad., Prodamo enosobno stanovanje 43 m2 Ljubljana-Zalog, prodamo. Cena: 111.800,00..."
6042357,STOŽICE,110000.00,44.70,2000,P,Domplan d.d.,"44,7 m2, 1-sobno, zgrajeno l. 2000, P/5 nad., Na mirni lokaciji v novejšem bloku, v bližini Dunajske ceste prodamo svetl..."
6012027,LJ. BEŽIGRAD,110000.00,44.70,2000,P,"MP PROJEKT, d.o.o., PE Ljubljana","44,7 m2, garsonjera, zgrajena l. 2000, P/5 nad., Za Bežigradom na Dunajski cesti (Soseska BS4/2) prodamo veèjo garsonjer..."
6039786,"LJ. ŠIŠKA, GRUDNOVA",110000.00,76.30,2009,PK,Svet RE d.o.o.,"76,3 m2, 3-sobno, adaptirano l. 2009, polklet, v manjšem urejenem veèstanovanjskem objektu, funkcionalen tloris, v celot..."
6048756,"LJ. BEŽIGRAD, VODOVODNA CESTA",110000.00,54.00,1900,1,Mikljiè-Hribar Company d.o.o.,"54 m2, 3-sobno, zgrajeno l. 1900, adaptirano l. 2009, 1/1 nad., Prodamo funkcionalno manjše 3 sobno stanovanje v veèstan..."
6055688,POLJE,110000.00,33.90,1946,P,"Livo d.o.o., PE nepremièninsko posredovanje","33,9 m2, 1-sobno, zgrajeno l. 1946, adaptirano l. 2016, P/1 nad., Savsko naselje, odlièna lokacija, parkiranje pred blok..."
6059663,PODUTIK,110000.00,45.30,2008,1,"MP PROJEKT, d.o.o., PE Ljubljana","45,3 m2, garsonjera, zgrajena l. 2008, 1/7 nad., prodamo. Cena: 110.000,00 EUR"
6059582,"DRAVLJE, ŠIŠKA",110000.00,45.00,2008,1,"REMAX Vogal, Nepremièninska družba, d.o.o.","45 m2, garsonjera, zgrajena l. 2008, 1/7 nad., Prodajamo novejšo prostorno garsonjero, zelo lepo v mirni soseski v skupn..."
6059664,"LJ. ŠIŠKA, SOSESKA PILON",110000.00,45.00,2008,1,ALEA nepremièninska družba d.o.o.,"45 m2, garsonjera, zgrajena l. 2008, 1. nad., komfortna garsonjera z veliko ložo in lastniškim parkirnim mestom pod obje..."
6059839,"LJ. ŠIŠKA, PODUTIK",110000.00,42.30,2008,1,MESTO NEPREMIÈNIN d.o.o.,"42,3 m2, garsonjera, zgrajena l. 2008, 1/7 nad., novejša, prostorna, moderno opremljena garsonjera, prodamo. Cena: 110.0..."
6059860,LJ. ŠIŠKA,110000.00,44.40,1940,VP,Aladin inženiring d.o.o.,"44,4 m2, 1-sobno, zgrajeno l. 1940, adaptirano l. 2007, VP/4 nad., bližina parka Tivoli, uporabna površina 37,60 m2, bal..."
6059844,LJ. ŠIŠKA,110000.00,38.00,2006,1,ALEA nepremièninska družba d.o.o.,"38 m2, garsonjera, zgrajena l. 2006, 1/5 nad., stanovanje se nahaja v urejenem naselju vila blokov TACENSKI DVORI, z vso..."
6059875,"LJ. BEŽIGRAD, BS4",110000.00,44.70,2000,P,"Livo d.o.o., PE nepremièninsko posredovanje","44,7 m2, 1-sobno, zgrajeno l. 2000, adaptirano l. 2009, P/5 nad., prijetno in svetlo stanovanje z galerijo (visoki strop..."
6060326,"LJ. ŠIŠKA, ZGORNJA",110000.00,33.80,1973,9,LJUBLJANA NEPREMIÈNINE d.o.o.,"33,8 m2, 1-sobno, zgrajeno l. 1973, adaptirano l. 2015, 9. nad., V Zgornji Šiški natanèneje na Celovški cesti, prodamo l..."
6060720,"LJ. ŠIŠKA, PODUTIK",110000.00,45.30,2008,1,LJUBLJANA NEPREMIÈNINE d.o.o.,"45,3 m2, garsonjera, zgrajena l. 2008, 1/7 nad., V Podutiku, v stanovanjski soseski Pilon, ki je bila leta 2008 zgrajena..."
6059764,"LJ. BEŽIGRAD, ŽUPANÈIÈEVA JAMA",110000.00,45.00,1972,3,Zasebna ponudba,"45 m2, 1-sobno, zgrajeno l. 1972, 3/7 nad., Prodamo svetlo 1-sobno stanovanje, predelano v 1,5 sobno v 3. nadstropju z d..."
5793489,LJ. CENTER,110000.00,67.00,1930,1,Zasebna ponudba,"67 m2, 2-sobno, zgrajeno l. 1930, 1. nad., prodamo. Cena: 110.000,00 EUR"
6058904,"SAVSKO NASELJE, LJ. BEŽIGRAD",110000.00,40.00,1946,P,Zasebna ponudba,"40 m2, 1-sobno, zgrajeno l. 1946, adaptirano l. 2016, P/1 nad., parkirišèe, prenovljeno, opremljeno, optika, klima 2x, v..."
6033172,"ZG. ŠIŠKA, CELOVŠKA CESTA",110000.00,36.00,1973,9,Zasebna ponudba,"36 m2, 1-sobno, zgrajeno l. 1973, adaptirano l. 2015, 9/12 nad., Prodam 1-sobno stanovanje na izjemni lokaciji na Celovš..."
6010408,"LJ. BEŽIGRAD, DUNAJSKA CESTA, STOŽICE",110000.00,45.00,2000,P,Zasebna ponudba,"45 m2, 1-sobno, zgrajeno l. 2000, P/5 nad., Prodamo stanovanje, mirna lokacija, vsi prikljuèki, klimatska naprava, nova ..."
6044816,LJ. BEŽIGRAD,110000.00,42.00,1960,1,Zasebna ponudba,"42 m2, 2-sobno, zgrajeno l. 1960, 1/3 nad., prodamo. Cena: 110.000,00 EUR"
6058887,"PODUTIK, DRAVLJE, GLINCE",110000.00,45.00,2008,1,Zasebna ponudba,"45 m2, garsonjera, zgrajena l. 2008, 1/7 nad., Prodam veèjo, novejšo garsonjero v izmeri 45 m2 v mirni soseski Pilon. Z ..."
6059715,"PODUTIK, PILON",110000.00,45.50,2008,1,Mreža nepremiènin d.o.o.,"45,5 m2, garsonjera, zgrajena l. 2008, 1/7 nad., v modernem in kvalitetno zgrajenem objektu Pilon na obrobju mesta strel..."
6054680,"LJ. BEŽIGRAD, BREZ PROVIZIJE ZA KUPCA",110000.00,44.00,2000,P,"Agenti Celje, AŽ&MB Nerad d.o.o.","44 m2, 1-sobno, zgrajeno l. 2000, P/5 nad., prodamo. Cena: 110.000,00 EUR"
6060529,"LJ. BEŽIGRAD, SAVSKO NASELJE, BREZ PROVIZIJE ZA KUPCA",110000.00,40.00,1946,P,"Agenti Celje, AŽ&MB Nerad d.o.o.","40 m2, 1-sobno, zgrajeno l. 1946, adaptirano l. 2016, P/1 nad., prodamo. Cena: 110.000,00 EUR"
6058368,"ZG. ŠIŠKA, VODNIKOVA ULICA",110000.00,44.00,1909,P,Mreža nepremiènin d.o.o.,"44 m2, 1,5-sobno, zgrajeno l. 1909, adaptirano l. 2011, P/1 nad., prodamo. Cena: 110.000,00 EUR"
6047832,"LJ. ŠIŠKA, GOTSKA",109950.00,36.60,1972,1,Pun nepremiènine d.o.o.,"36,6 m2, 1-sobno, zgrajeno l. 1972, adaptirano l. 2012, 1. nad., funkcionalno, opremljeno, balkon, urejen blok, vseljivo..."
6021526,VIŽMARJE,109900.00,60.00,1968,M,Zasebna ponudba,"60 m2, 3-sobno, zgrajeno l. 1968, adaptirano l. 2006, M/3 nad., tri sobno, adaptirano, optikaFTHH, klima inverter, ogrev..."
6055467,"LJ. CENTER, VODMAT",109500.00,50.00,1972,4,MESTO NEPREMIÈNIN d.o.o.,"50 m2, 2-sobno, zgrajeno l. 1972, 4/4 nad., pri Kliniènem centru, prodamo. Cena: 109.500,00 EUR"
6046125,LJ. ŠIŠKA,109000.00,36.00,1972,9,Neptun nepremiènine - Borut Vodopivec s.p.,"36 m2, 1-sobno, zgrajeno l. 1972, adaptirano l. 2015, 9/12 nad., Popolnoma obnovljeno in opremljeno enosobno stanovanje,..."
6049610,"LJ. ŠIŠKA, KINO",109000.00,33.80,1972,9,MESTO NEPREMIÈNIN d.o.o.,"33,8 m2, 1-sobno, zgrajeno l. 1972, adaptirano l. 2015, 9/12 nad., svetlo, lep razgled, prenovljeno, urejen objekt, prod..."
6059017,"LJ. ŠIŠKA, BLIŽINA KINA",109000.00,35.20,1973,9,Rojal invest d.o.o.,"35,2 m2, 1-sobno, zgrajeno l. 1973, adaptirano l. 2015, 9. nad., prodamo. Cena: 109.000,00 EUR"
6057107,"TRNOVO, LJ. - KOSESKEGA",109000.00,37.00,1976,2,"Neo nepremiènine, Stanislav Osenar s.p.","37 m2, 1-sobno, zgrajeno l. 1976, adaptirano l. 2012, 2/4 nad., vsi prikljuèki, odprt balkon 3,90 m2, shramba v kleti 1,..."
6049715,ZG. ŠIŠKA,109000.00,33.70,1973,9,Sonce skupina d.o.o.,"33,7 m2, 1-sobno, zgrajeno l. 1973, adaptirano l. 2006, 9/12 nad., celovška, na odlièni lokaciji, prodamo povsem prenovl..."
6052002,"LJ. MOSTE, VEVÈE",108000.00,46.60,1960,2,Studio modul d.o.o.,"46,6 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2010, 2/4 nad., Prodamo prijetno in funkcionalno razporejeno 2 sobno s..."
6045036,"LJ. VIÈ, NASPROTI CENTRA MURGLE",108000.00,46.86,1960,1,Zasebna ponudba,"46,86 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 2002, 1/2 nad., Bližina centra, zeleno in prijetno okolje. Stanovanju..."
6054792,"LJ. VIÈ, TRNOVSKO PREDMESTJE",108000.00,44.40,1960,1,"Stoja trade, d.o.o., Ljubljana","44,4 m2, 2-sobno, zgrajeno l. 1960, adaptirano l. 1992, 1. nad., Prodamo lepo ohranjeno in komplet opremljeno 2-sobno st..."
5797964,BROD,107000.00,45.82,2009,1,"REMAX Vogal, Nepremièninska družba, d.o.o.","45,82 m2, 1-sobno, novogradnja - zgr. l. 2009, 1. nad., Na èudoviti lokaciji obdani z naravo s pogledom na naravo z brzi..."
